Order ID,Order Date,Region,Product Category,Sales Amount,Quantity Sold,Discount (%),Profit
68fb13d0,2023-06-16,South,Electronics,995.32,1,17,1047.35
cfa7483b,2024-08-15,South,Furniture,3205.86,22,22,1924.7
776cc4bb,2024-04-18,West,Groceries,4656.05,4,34,1821.29
3f0ebd0c,2024-03-25,West,Groceries,4144.73,25,32,1807.07
352fced6,2024-07-07,West,Furniture,2296.7,1,17,34.88
1c98e447,2022-12-06,West,Clothing,2067.65,15,35,1117.82
0c4bed9a,2023-11-03,South,Sports,3804.41,24,50,606.65
74d965a8,2024-02-03,East,Furniture,3229.81,41,28,1143.74
991e252f,2023-03-23,North,Furniture,1049.82,45,9,411.38
20997b6d,2023-12-08,South,Electronics,4796.45,1,14,1877.74
6a9d04f1,2022-12-24,West,Clothing,156.85,13,34,1837.33
97f5ad59,2024-08-10,South,Sports,3001.04,27,48,109.42
80511009,2024-05-19,West,Groceries,2168.68,46,18,252.03
fd4bdfb8,2022-11-17,East,Clothing,3794.43,5,21,1181.53
e657820a,2024-09-17,East,Electronics,2399.98,44,43,857.03
b0721aa0,2024-03-31,North,Electronics,4331.61,37,48,1822.77
39106f4e,2024-07-07,East,Electronics,2795.92,12,4,362.45
94534b38,2023-11-22,North,Clothing,3928.68,9,18,1894.16
bbbb2003,2023-02-20,North,Clothing,1765.1,42,18,709.48
4ee04041,2023-12-14,North,Groceries,2760.27,14,40,183.57
8950c14c,2024-08-09,West,Groceries,4469.47,12,43,252.99
113fd088,2023-08-23,North,Clothing,4597.95,41,37,462.82
e9ccca0e,2024-10-20,South,Electronics,4079.61,41,11,1406.79
eab122a0,2023-09-12,East,Sports,3438.73,26,8,53.56
0d0d4ade,2023-05-28,South,Furniture,2110.96,26,43,489.13
1365d9a7,2023-01-25,North,Electronics,2876.94,5,4,1028.77
42d24cb3,2024-10-12,North,Furniture,3041.41,24,33,668.22
b9d4fa36,2023-10-30,West,Electronics,389.13,14,22,118.73
07f44f96,2023-09-10,South,Sports,596.21,39,15,1136.15
fdab6bcc,2024-06-27,South,Furniture,2431.7,24,18,866.99
a0385a80,2023-10-04,South,Sports,428.42,28,49,141.13
45062fe9,2023-07-24,South,Clothing,4670.37,22,3,306.32
7038541c,2024-09-26,South,Clothing,196.22,15,12,1957.85
c32c8c66,2024-09-03,North,Groceries,3188.13,12,14,1446.21
f8feab66,2023-10-12,West,Clothing,4875.21,17,25,1769.25
10cef61f,2023-07-20,South,Clothing,3022.99,41,21,139.22
c50c0cde,2024-06-21,West,Furniture,4185.13,14,9,1080.9
7e924b52,2024-02-22,East,Furniture,2000.04,29,31,578.14
507c1338,2023-02-05,West,Clothing,1569.07,17,8,65.24
93189b4e,2023-01-27,East,Electronics,2031.19,38,13,1624.56
3ab02333,2023-11-13,East,Sports,1612.5,16,42,381.13
1df964ef,2023-06-18,North,Furniture,416.74,47,16,804.14
777100f7,2024-02-23,East,Furniture,4100.54,39,42,207.93
6458c488,2022-11-28,North,Electronics,2927.75,24,37,898.04
33aa30ae,2023-04-23,East,Sports,3693.84,48,32,1371.56
de08dabf,2022-12-05,West,Groceries,2904.06,48,29,1427.41
e0e9a920,2023-09-02,East,Sports,3204.02,4,19,1514.5
39525927,2023-11-02,North,Furniture,1947.12,22,4,1967.15
8533f5b1,2024-05-19,South,Electronics,1594.33,22,3,194.61
1519d1a5,2024-01-24,South,Groceries,3684.9,31,29,829.81
969aaefc,2023-11-26,South,Furniture,741.61,37,29,1528.55
14f8bcfd,2024-07-01,West,Groceries,3291.15,38,43,1654.57
cb4e26a8,2024-01-09,East,Groceries,3384.12,14,11,1049.88
14ed0a45,2024-01-11,South,Sports,1685.37,47,39,577.51
2aa4c75a,2023-05-02,South,Groceries,295.68,7,48,1533.66
993bbf51,2023-09-23,North,Groceries,923.51,17,24,441.64
b19c1e3d,2023-01-05,North,Groceries,1847.67,44,44,479.8
3cc56fde,2024-05-05,South,Electronics,2175.17,2,48,197.95
abf7d1a6,2023-08-26,North,Furniture,3731.26,48,13,321.78
265cbc73,2023-09-17,South,Clothing,2385.91,10,23,212.65
6e543593,2024-02-23,North,Groceries,4033.79,25,18,948.57
4ae53e88,2023-02-05,West,Groceries,2413.12,39,41,283.54
1a55cbb4,2023-11-01,South,Groceries,3072.55,18,18,1996.48
43d4aace,2022-12-01,South,Electronics,2703.74,16,47,1354.89
5e1005c7,2023-10-26,North,Sports,1265.89,38,45,379.23
21b2b176,2024-02-04,North,Groceries,2168.01,9,30,1220.45
fd95b1bb,2023-12-09,South,Groceries,2985.88,50,36,60.3
ac192fbb,2023-03-03,East,Electronics,299.9,5,24,1239.52
14860d6b,2023-08-08,East,Electronics,3990.58,31,44,1035.93
acf10791,2024-10-24,North,Groceries,3933.66,2,27,683.06
017feebb,2023-08-08,North,Electronics,365.62,38,2,1035.03
5b6d09de,2023-05-25,West,Furniture,3123.34,10,9,1433.05
d709aed6,2024-06-07,South,Clothing,3384.89,47,45,946.11
4b8b56e3,2023-05-14,South,Sports,3395.27,29,28,1395.92
ea2c253e,2023-11-22,South,Electronics,2156.92,20,34,183.51
10aa818e,2023-10-18,West,Furniture,2709.84,6,47,727.32
5781025d,2023-09-23,West,Clothing,4696.13,27,39,270.3
4.70E+69,2024-07-02,East,Sports,1033.66,9,32,646.05
dfdc1901,2023-03-14,South,Furniture,3869.89,5,12,718.54
a093f46b,2023-08-12,North,Groceries,3098.01,6,8,700.82
ef278215,2023-07-07,North,Electronics,2439.68,38,33,1647.74
a004934d,2022-12-15,West,Furniture,842.81,40,19,583.15
ca592379,2023-04-09,East,Furniture,2458.19,34,4,1909
4b136343,2022-11-28,North,Furniture,975.06,39,24,737.78
5bcefb32,2023-09-05,South,Sports,3202.73,24,33,539.78
1bd65c9f,2024-03-18,East,Furniture,2594.16,33,16,1914.86
15553ac3,2024-02-12,West,Furniture,2210.71,38,20,1818.17
6ef6535e,2023-08-03,North,Electronics,4415.93,28,46,1028.93
1615c244,2024-03-20,East,Groceries,2247.7,18,28,742.35
4903f67e,2024-06-05,South,Clothing,4664.69,11,42,915.1
1287d885,2024-10-20,West,Groceries,2945.18,28,11,1167.69
27d4561b,2023-09-27,West,Clothing,4648.06,27,26,896.94
f434983a,2022-11-19,South,Clothing,4686.3,14,28,377.92
8511d343,2023-08-13,East,Furniture,2365.87,21,12,1126.51
e37444f1,2023-10-05,North,Groceries,4883.65,16,9,1926.65
cbf827e8,2024-02-05,North,Clothing,1705.34,49,46,145.3
5d590c5b,2024-03-22,East,Sports,218.36,31,35,1777.78
3aa8fceb,2023-07-10,North,Electronics,3098.37,18,41,892.04
082cd281,2023-11-27,North,Furniture,4189.37,31,49,1436.1
32026de9,2023-07-02,South,Groceries,3375.39,5,50,819.64
12b0b34d,2024-09-24,South,Electronics,1083.97,27,33,1074.57
3d832a6a,2024-09-13,North,Sports,2160.83,37,8,620.03
3f88c231,2023-01-27,West,Clothing,2904.24,2,0,1792.12
4474c683,2023-10-31,South,Electronics,1030.46,13,49,218.93
6fbc26b6,2023-12-28,South,Groceries,158.47,4,34,563.86
e3eaaaf6,2024-03-26,South,Clothing,1754.4,41,32,1114.87
f2771f71,2024-04-16,South,Groceries,4684.06,46,41,1707.46
390f836a,2022-12-17,East,Electronics,2555.45,27,17,1564.32
def2f5b5,2023-09-04,West,Sports,478.06,7,6,391.37
7d6589fd,2024-01-21,North,Clothing,2308.26,46,33,126.21
051ad014,2024-06-25,West,Furniture,1204.35,42,41,376.23
0a76319c,2023-07-16,West,Sports,1932.77,6,39,62.83
6522ae46,2023-04-13,South,Furniture,472,19,9,1820.79
e392b31b,2024-05-11,East,Furniture,4419.55,6,44,356.85
2d782cee,2023-07-13,West,Electronics,3340.4,11,46,523.11
a6a05d8c,2022-12-25,East,Clothing,3103.48,35,23,921.38
e46cba22,2023-02-06,West,Furniture,3124.03,35,23,1988.58
879c3c69,2022-12-07,South,Electronics,291.29,7,38,859.53
7c14242b,2023-12-20,East,Furniture,1349.7,9,5,1855.37
84458bba,2024-04-24,South,Groceries,2340.4,23,9,267.12
fdb9bac4,2024-09-15,North,Groceries,483.42,5,13,246.8
89d9e400,2023-12-24,North,Sports,1805.34,46,16,1309.87
df4d99ed,2023-08-25,South,Furniture,2218.31,50,42,1682.52
fd51990b,2023-10-27,West,Sports,1281.56,24,42,356
110b2c47,2023-11-29,East,Groceries,3111.43,43,11,1835.81
5e674fa3,2024-07-25,East,Electronics,3090.3,20,18,1323.39
788483c3,2024-03-29,North,Clothing,193.72,19,0,1875.33
674dc720,2024-06-09,East,Electronics,1380.42,31,37,828.3
38d7c37e,2023-10-04,East,Clothing,1770.52,25,0,1129.96
e3ccefb7,2024-11-03,East,Clothing,4834.11,25,49,902.53
406715df,2024-01-02,South,Groceries,1407.67,21,24,1914.05
e0aaaced,2023-01-25,South,Furniture,2969.14,26,19,1949.21
ac794381,2024-03-09,North,Clothing,1980.8,26,42,430.37
85ead985,2024-01-09,West,Clothing,3133.56,9,26,885.18
38e8333f,2024-05-15,West,Clothing,3753.24,18,18,210.34
78bae502,2024-03-25,North,Sports,341.79,34,19,1350.66
65763a84,2023-07-28,North,Sports,1604.17,16,50,1924.99
6b913dd6,2023-12-10,North,Electronics,4084.47,46,19,273.3
25146a28,2023-07-03,West,Furniture,73.32,36,37,1360.99
47b873d9,2024-04-18,East,Furniture,1143.41,19,43,488.64
87abfebe,2023-02-20,North,Sports,4698.15,50,19,1982.02
9de9b7bb,2023-06-07,North,Clothing,1850.43,29,33,1976.42
f24813ba,2023-09-11,East,Furniture,4458.95,45,8,95.81
1606466d,2023-12-05,South,Clothing,543.49,25,31,1293.48
4bd5637b,2024-08-30,East,Sports,3114.27,18,6,698.55
d246d74e,2023-02-05,East,Clothing,2610.38,19,6,1655.31
4e169aa9,2023-01-15,West,Sports,780.51,4,34,1223.19
f4087cc1,2024-08-02,East,Groceries,4457.39,34,48,1086.86
9f2414c1,2022-11-20,North,Sports,3373.23,2,0,910.24
60890709,2023-01-13,North,Electronics,835.14,29,1,588.48
802a10ff,2023-07-31,East,Electronics,1841.91,13,38,1852.78
4a45546f,2023-10-18,West,Clothing,1956.95,22,42,347.15
770ddd16,2024-03-29,East,Groceries,3402.62,7,7,1336.57
370f2982,2023-11-12,South,Sports,4385.29,33,36,350.61
5b307653,2023-06-11,North,Clothing,3316.22,29,47,1660.38
561a9ab4,2023-09-28,East,Electronics,287.84,34,28,1417.07
82ec6c66,2022-12-09,North,Clothing,2007.34,10,30,1525.15
cedbd5b0,2024-03-30,East,Clothing,2899.55,8,30,857.31
e803450f,2023-01-18,South,Clothing,1109.91,3,49,998.32
1b643d02,2023-02-28,East,Furniture,3249.52,33,5,1233.76
bb042818,2022-12-17,East,Clothing,313.55,47,3,979.63
d0521c96,2023-08-25,West,Electronics,633.81,6,14,1024.85
bf081dd1,2024-04-16,East,Clothing,122.09,31,4,1324.66
84e93882,2022-11-21,East,Clothing,263.75,50,22,423.34
5b767ebc,2024-04-04,West,Sports,1977.19,29,27,1282.01
23b6e211,2023-12-11,West,Sports,1225.35,43,19,1479.16
067c81eb,2023-09-26,East,Groceries,4593.26,15,48,665.86
dcfa2a73,2024-07-31,South,Sports,1443.35,27,31,909.94
dbc8de6d,2023-07-08,West,Sports,3459,42,43,1795.8
32c04dfb,2023-07-12,South,Sports,205.22,11,1,1910.25
dc228f34,2023-01-14,West,Sports,3771.41,30,30,1729.39
1f7ebfa5,2024-11-06,North,Electronics,644.43,18,0,208.35
91ea6173,2023-03-18,East,Electronics,2477.85,26,44,334.53
e0927051,2024-08-29,South,Groceries,3962.28,26,33,913.97
9be8ec7f,2023-08-04,West,Electronics,1502.71,22,0,309.07
7aa69748,2023-12-19,South,Groceries,1662.68,4,43,88.64
9a7ae478,2024-11-11,West,Sports,1679.22,8,38,848.04
ba41e8d7,2024-06-27,West,Sports,723.65,8,8,1834.39
fde55f66,2024-06-11,West,Furniture,4560.44,12,14,296.12
38f75b4a,2023-04-28,South,Sports,1620.78,22,43,1385.67
7393ca2a,2024-11-08,East,Clothing,3028.27,43,31,1123.36
2e4c3c83,2023-08-31,West,Furniture,196.91,42,34,1468.8
b7cb560f,2023-11-29,North,Furniture,2069.86,18,37,855.29
8e4670ff,2024-04-06,South,Clothing,812.23,22,1,1410.54
c5a66258,2023-08-24,South,Groceries,2211.25,18,22,1095.67
e62baed7,2024-10-26,South,Sports,3570.74,38,33,47.63
e9fb3e96,2023-02-13,North,Electronics,3207.86,44,49,1218.68
488ae2d5,2022-12-28,West,Sports,2039.56,33,39,1562.37
39b78d05,2024-03-12,East,Sports,2649.9,27,46,1833.96
ee60e9ae,2023-08-26,North,Sports,174.07,20,50,217.89
39125b27,2023-07-09,East,Electronics,2988.61,8,16,820.98
7dbf44bf,2023-11-22,North,Electronics,4191.72,8,44,1265.89
79415639,2024-10-09,East,Groceries,852.2,37,0,1345.09
14e154ff,2024-05-14,West,Sports,688.26,50,43,544.17
1a0e90a4,2024-07-23,South,Sports,2957.13,32,34,571.13
5f0700f2,2024-06-04,West,Clothing,1675.56,49,33,865.34
59310f14,2023-03-10,South,Clothing,1180.16,46,21,801.23
4f25f098,2024-01-04,North,Groceries,3243.95,22,4,1114.55
d82e9c7a,2023-04-16,South,Groceries,4488.05,3,36,1551.14
79811939,2022-11-29,North,Groceries,2607.59,42,47,71.47
9125322c,2024-10-15,North,Groceries,2766.22,36,25,1983.99
675425a4,2024-10-21,North,Electronics,1367.77,20,24,740.59
9b5a7ee1,2022-11-16,East,Groceries,4585.67,48,25,1799.14
e6496f7b,2023-12-06,North,Electronics,1060.88,47,17,1789.34
ec0b2ec0,2023-01-22,West,Electronics,182.52,18,32,1002.95
5ed02df2,2023-09-11,North,Electronics,3866.84,46,21,1505.37
e700b0dd,2023-06-13,North,Electronics,1384.32,12,6,583.66
47408bc4,2023-01-05,East,Sports,4839.11,23,13,1845.77
18e46223,2023-07-31,East,Furniture,2219.03,17,33,1740.26
b45e9f19,2023-07-03,West,Furniture,3675.38,3,21,1356
c56f82ac,2023-08-09,East,Groceries,3575.5,40,20,1080.63
646ca912,2024-10-05,North,Groceries,4753.61,46,13,1180.38
66a1695e,2024-01-30,North,Electronics,3571.32,26,21,1059.25
5ed6e766,2023-06-16,East,Sports,597.54,15,29,101.44
b3471ad4,2023-03-02,East,Groceries,1913.85,44,26,200.84
320696f5,2023-05-27,South,Furniture,209.82,12,14,665.03
13a2236b,2023-08-18,West,Groceries,1418.59,45,1,656.65
09f98450,2023-04-03,East,Sports,1125.48,12,43,1161.8
a00b246a,2022-11-27,East,Clothing,2201.81,48,20,1394.56
06d6a538,2024-07-06,South,Sports,1325.43,20,40,1203.69
c8afd533,2024-01-29,North,Furniture,221.06,47,26,1057.94
235fa9f1,2022-12-02,South,Groceries,1251.87,15,16,218.88
cc10624d,2023-05-08,East,Electronics,695.01,25,15,191.57
0.00E+00,2023-09-06,South,Clothing,2236.93,10,44,18.75
6991ef6b,2024-08-15,South,Electronics,4432.33,49,39,233.98
a975d4f3,2024-10-27,North,Groceries,188.57,20,33,191.51
127a6d39,2024-03-07,East,Furniture,2204.9,22,28,1277.61
35fb7abc,2024-02-14,West,Sports,1583.09,47,41,1718.06
b90f8b65,2023-12-18,South,Furniture,3775.59,5,15,1399.06
5dd00239,2023-05-30,West,Clothing,2185.09,11,9,1571.82
a0270381,2024-08-28,South,Sports,987.12,14,33,1096.76
1a2fc554,2024-02-03,South,Groceries,2609.14,12,2,105.37
12c89905,2023-06-17,West,Furniture,1245.21,21,44,1061.09
29c46b82,2024-09-24,South,Furniture,1196.54,33,0,1152.16
b4ce365b,2024-04-28,North,Clothing,3748.22,35,25,1313.73
48496fb0,2023-01-03,North,Sports,2270,23,5,1183.12
142fcd1b,2023-06-13,South,Groceries,2736.78,32,45,1968.19
fc719551,2023-09-12,West,Groceries,4073.12,6,16,282.82
42241356,2023-05-06,West,Clothing,4998.79,31,39,695.21
69724905,2024-01-29,East,Groceries,2607.87,18,47,116.81
20ee90f0,2024-07-25,North,Furniture,2590.16,32,11,598.26
439ec09d,2024-04-19,East,Furniture,2395.6,5,30,1774.77
c3752957,2023-11-14,South,Groceries,3082.3,20,20,1024.41
04c96065,2024-05-30,North,Furniture,2009.11,41,23,197.04
31bc7347,2023-02-16,South,Clothing,3605.67,33,30,1536.9
e8bec156,2024-04-18,West,Groceries,2581.11,5,38,1377.92
40cd61ff,2023-04-17,North,Electronics,1141.45,17,24,951.58
aa43b0c3,2024-04-21,North,Groceries,288.69,50,24,1295.33
46064789,2023-05-20,East,Electronics,171.83,14,26,228.81
61485b55,2023-06-04,North,Groceries,1910.77,39,13,1170.6
909c2fe2,2023-01-26,North,Furniture,4323.19,31,5,830.31
0c5bfb33,2024-03-16,West,Groceries,4370.6,13,1,923.92
058abf0e,2023-12-03,South,Furniture,688.35,12,10,628.25
2b867971,2024-04-01,South,Electronics,3977.71,5,48,1993.18
bb1f3c52,2023-05-17,East,Electronics,1575.84,37,34,166.74
fff0e929,2024-10-30,South,Electronics,4851.64,41,7,1640.76
b736d9ad,2023-03-29,South,Clothing,251.15,15,32,308.82
76b9ca89,2024-05-21,North,Groceries,3687.33,17,12,1122.3
95357268,2023-09-19,East,Sports,3255.75,28,46,701.62
3f858e68,2023-07-01,North,Clothing,3827.61,7,32,1882.42
56bdaa12,2022-11-19,West,Electronics,2771.12,47,36,337.21
0c36969a,2022-12-15,South,Clothing,2604.96,3,30,1070.22
11394e6d,2024-07-30,West,Clothing,3358.58,1,25,1633.14
a9f480fc,2024-03-07,East,Furniture,3419.37,15,30,1811.72
c88477d7,2024-03-26,West,Groceries,4826.43,11,41,242.63
19fc487d,2023-07-03,North,Groceries,4369.54,16,32,157.03
5f7eae4c,2023-03-27,East,Clothing,1473.61,21,6,34.34
54ed5bb8,2024-01-03,North,Groceries,4339.86,18,32,358.19
42980136,2023-03-08,South,Furniture,3911.8,19,19,981.88
c1f3bd5c,2023-10-07,East,Electronics,220.23,6,44,1410.73
1b095b58,2023-07-14,West,Electronics,4454.38,6,15,1941.77
4b86ca44,2024-10-23,South,Electronics,1399.33,22,28,975.59
e7d9f3f9,2024-01-07,South,Furniture,4862.16,38,36,694.03
8b770927,2024-02-29,South,Electronics,4053.54,5,2,771.91
b9abfa1f,2023-08-01,North,Groceries,4598.41,22,15,443.45
c6530df1,2023-09-09,South,Clothing,4361.95,31,11,1823.1
1b975c21,2024-05-05,East,Sports,4021.46,5,31,197.93
0ba7dbba,2023-01-04,South,Sports,3351.99,47,38,310.46
31bf08a1,2024-03-08,North,Electronics,2285.67,50,19,782.51
cc2427fc,2023-07-20,East,Clothing,2055.26,20,0,199.86
e14afbaf,2023-05-21,East,Furniture,4390.55,8,43,908.01
548be737,2024-01-25,South,Clothing,1743.46,4,37,193.62
0fc19097,2024-05-07,South,Clothing,4143.53,25,20,1562.31
100b5ace,2024-01-31,North,Electronics,1007.97,4,11,1704.44
2fa81edf,2024-03-01,East,Electronics,1614.92,24,26,1880.3
854f6092,2023-02-19,South,Clothing,1086.12,24,37,354.73
624a202c,2023-12-03,East,Groceries,2215.45,27,12,791.45
7.81E+14,2023-11-05,East,Sports,2182.3,49,13,351.14
390d0d8a,2023-01-03,North,Groceries,3067.59,18,9,853.51
297b9440,2024-07-09,East,Furniture,749.95,21,30,1346.06
325b4268,2023-01-11,West,Electronics,4417.53,2,12,1441.28
b39fcf36,2024-10-31,East,Sports,2161.82,36,26,975.04
a0d17742,2023-07-08,East,Sports,3517.82,43,3,128.35
eb07ffcf,2023-02-17,North,Clothing,3810.59,13,16,254.1
539cf254,2023-11-24,East,Electronics,2639.73,46,30,1555.72
c26b8470,2024-06-19,North,Groceries,295.01,50,7,363.31
ca03d3cd,2024-08-15,West,Electronics,2739.64,12,21,1564.34
faaa4be8,2023-07-18,West,Groceries,2880.75,43,7,329.91
67cac798,2024-05-23,West,Groceries,1921.92,12,34,923.73
24adf0e1,2024-09-15,North,Groceries,1977.59,26,23,1139.29
59fcc056,2023-01-16,West,Groceries,3950.16,15,17,165.55
3964aac1,2022-12-14,North,Furniture,4320.69,1,46,344.41
cc36db89,2024-03-04,East,Furniture,3465.56,50,24,142.71
f5f30024,2024-09-28,North,Groceries,1638.67,3,1,48.36
399f6add,2023-07-16,East,Electronics,4708.43,16,24,10.1
58b136c0,2023-02-15,South,Clothing,3424.28,16,21,1302.89
c1e8bc9d,2023-10-21,West,Clothing,4482.11,35,40,1075.79
d1c957ed,2023-11-19,North,Furniture,4763.9,25,42,1172.12
a138a588,2024-04-19,South,Furniture,1379.21,28,36,1602.01
e150d7e5,2023-10-24,South,Clothing,2494.79,12,14,751.38
5b4743c2,2023-10-27,East,Sports,829.67,24,14,178.75
d6f6430e,2024-03-07,West,Clothing,2566.57,39,21,210.39
b564921a,2023-02-25,South,Clothing,4214.82,18,12,1552.69
47383cba,2024-10-22,East,Furniture,3174.18,45,0,742.98
a8dedd25,2023-05-22,North,Furniture,1559.03,5,2,1848.24
8eb4c62a,2023-03-25,West,Furniture,2204.31,49,36,1381.65
269f5214,2023-02-06,North,Electronics,1127.19,44,40,1182.18
75033fc7,2023-06-30,North,Furniture,2560.49,32,49,1794.23
188ee0f0,2023-03-19,West,Groceries,1317.58,13,6,747.78
8dcd2ff3,2023-06-26,East,Electronics,719.02,3,0,411.07
7c5e56ca,2024-01-23,East,Furniture,4351.17,5,3,1770.1
394ae44b,2023-12-29,West,Clothing,3946.86,31,35,289.9
2e7d51ac,2024-01-04,South,Electronics,1284.79,47,34,1759.99
ecef9aa1,2024-09-14,South,Groceries,2400.72,9,42,1963.09
0b4f8c57,2024-07-19,West,Furniture,2672.95,49,21,1156.11
d89d4377,2023-03-08,West,Sports,3661.61,4,46,1553.37
ef5913f7,2024-10-18,East,Electronics,4428.77,21,3,1393.26
aa20cb45,2024-02-23,South,Electronics,3500.89,18,5,1097.36
fd4d1035,2023-07-22,South,Electronics,2940,15,21,1347.47
28c66c4a,2024-04-14,West,Groceries,4427.31,49,26,950.48
89ec4044,2024-11-06,West,Groceries,4449.59,46,45,1910.42
58d48a3e,2023-04-24,East,Groceries,2350.28,24,5,1309.21
9f345383,2023-07-27,North,Clothing,3743.51,23,49,446.49
332f5fef,2024-02-28,South,Groceries,3806.85,2,22,83.31
3aeb7614,2023-01-10,South,Sports,1934.13,24,31,1071.96
6b731664,2024-09-25,South,Furniture,4482.06,28,15,616.22
e9a93b50,2023-04-26,East,Furniture,2595.24,22,39,290.56
a30e2260,2023-08-23,East,Furniture,1244.47,3,18,1667.38
1ff9f136,2024-10-03,East,Furniture,2995.17,39,30,573.37
c33a8861,2024-06-22,South,Furniture,1812.35,20,34,880.06
8bb9baa5,2024-06-05,North,Clothing,3919.74,38,32,811.54
88657436,2024-09-16,West,Sports,2097.15,25,5,500.01
6d52c59a,2023-10-22,East,Sports,3545.21,48,18,1506.67
f76fbf52,2024-05-22,West,Clothing,4812.81,9,25,745.43
3165310b,2022-12-22,South,Electronics,445.13,27,31,48.17
bade1b7e,2023-04-12,North,Groceries,2311.83,25,42,319.37
0ff0b703,2024-10-18,North,Sports,4539.2,5,1,1965.88
09b2bfda,2023-04-01,North,Clothing,894.3,50,6,602.28
f7f7246e,2024-04-24,North,Groceries,4007.07,6,14,1953.09
cf22d791,2023-06-15,East,Clothing,162.16,35,22,866.25
8f91476a,2023-06-07,West,Clothing,2834.54,50,11,1820.27
fb16eb85,2023-02-26,West,Sports,4895.51,25,4,1365.78
82efa2a8,2024-02-21,East,Groceries,4540.39,28,36,433.01
7709a1f8,2023-08-20,East,Sports,3100.8,43,17,487.45
258bd88b,2024-06-29,North,Sports,3321.15,30,48,10.39
26cb9507,2023-03-07,North,Groceries,930.32,5,20,1945.72
1380589a,2024-01-08,South,Electronics,962.12,27,34,1823.22
2642a55c,2022-12-02,West,Clothing,1159.87,15,16,1918.66
18fbb49d,2023-02-05,East,Sports,1068.48,36,23,133.88
075e33a1,2023-04-23,North,Electronics,583.81,37,40,545.59
71434fca,2023-02-25,West,Furniture,2210.17,48,40,71.68
2525c7df,2023-05-22,North,Sports,3042.56,38,45,430.87
40734a0a,2024-04-06,North,Groceries,3336.91,26,47,1886.2
cfd30e79,2023-08-14,North,Furniture,3099.52,38,27,1110.5
c7023c27,2023-05-05,North,Sports,3022.82,21,37,1869.19
386936c0,2023-10-09,South,Sports,1549.27,40,33,1466.18
d1b82fe9,2024-06-29,North,Furniture,217.99,23,3,617.59
aafae7dd,2024-05-01,North,Sports,2118.83,8,42,1488.45
2a5876b6,2023-06-04,West,Clothing,624.62,7,1,1657.73
f77b83f3,2023-03-16,South,Groceries,1283.91,43,17,779.17
41420708,2023-07-07,West,Sports,4463.93,45,4,1824.82
e68adb50,2023-04-28,North,Sports,726.18,8,28,30.92
dfba6a62,2023-12-20,East,Sports,2601.75,40,18,573.85
87174708,2022-12-06,West,Electronics,1691.05,35,8,1579.94
8b8c7b89,2023-09-15,West,Sports,4995.06,34,14,1761.55
4eec06b4,2024-08-23,West,Groceries,761.65,50,12,1074.04
0e124a37,2023-09-24,East,Clothing,4482.95,40,12,1729.21
75184046,2024-10-14,East,Sports,340.36,46,36,947.13
341da5f3,2023-07-28,East,Clothing,1844.09,8,50,822.24
86d29590,2024-07-03,East,Groceries,2397.1,14,39,1832.21
3c227213,2024-04-29,North,Electronics,2045.12,15,41,1499.48
7cd77c3c,2023-11-18,South,Furniture,922.41,20,25,156.45
83ff856c,2024-10-30,North,Electronics,4698.01,48,41,762.97
bebeff1f,2024-04-28,West,Groceries,4794.17,36,34,647.94
7cd82c57,2024-10-23,East,Furniture,2007.74,10,47,490.49
5ee91ca0,2023-10-02,West,Clothing,4209.5,12,37,1529.14
b0c438cf,2024-07-22,East,Clothing,1167.98,21,34,1923.05
2f7f7da1,2023-02-01,East,Clothing,1993.03,14,30,659.67
25df3385,2023-08-12,South,Groceries,1585.84,30,18,1727.63
42a8be1f,2023-07-08,North,Furniture,998.3,26,1,1891.6
4d7cc8d5,2024-10-01,West,Clothing,4053.7,28,27,247.53
2432defa,2023-08-27,East,Groceries,744.21,20,13,1674.88
e0379f1a,2024-05-17,East,Clothing,2037.48,13,3,595.89
353cfe54,2023-08-28,North,Clothing,4564.58,45,34,255.79
4bdf4e87,2023-05-11,North,Sports,2602.07,7,29,762.16
7faf4960,2023-01-24,North,Furniture,2497.88,31,6,808.27
e38ef5d0,2023-02-16,North,Furniture,2478.12,39,0,692.89
be0d54cb,2024-01-22,North,Clothing,2485.31,27,46,18.94
f3df6cce,2024-06-03,South,Sports,4593.44,14,23,209.99
bc09457a,2024-05-22,East,Electronics,2685.02,1,27,624.84
d296c469,2023-07-20,West,Groceries,4536.26,3,32,1523.44
190920c3,2023-11-27,East,Groceries,515.72,41,46,1744.41
def643a9,2024-03-06,East,Clothing,4830.9,1,17,378.86
f2e534cc,2023-11-30,North,Sports,2602.45,36,3,1559.66
247117dc,2022-11-28,North,Furniture,3894.89,45,20,1569.7
4594934b,2023-03-29,North,Clothing,1694.64,37,2,252.97
6f405a38,2024-03-18,West,Sports,1389.08,32,0,1048.32
86ec3255,2023-10-11,East,Clothing,4483.24,8,39,1064.94
b9aaf073,2024-05-08,South,Groceries,1942,35,44,568.22
f34b0ebe,2024-11-11,West,Electronics,462.07,45,15,1196.9
096fe187,2023-08-20,South,Groceries,475.79,38,45,1771.52
4db0302d,2023-04-19,North,Clothing,2169.84,13,34,1242.75
819be650,2023-05-29,North,Sports,304.29,22,42,1822.13
2a1d9c54,2023-11-28,South,Furniture,3035.64,37,19,459.77
e8105a56,2024-06-29,North,Clothing,3016.89,29,14,268.89
7044ed83,2024-06-14,East,Electronics,2495.41,49,7,888.37
88075d0b,2023-05-21,West,Furniture,925.72,45,5,127.62
